,event,gender,year,meantime,meantime_demeanor,meantime_demeaned,event_name
2542,5061,M,2002,168.5121212121212,10183.027902494763,-1.2050104961248507,Columbus
2543,5061,M,2003,169.9631313131313,10183.027902494763,0.24599960488524933,Columbus
2544,5061,M,2004,170.645,10183.027902494763,0.9278682917539602,Columbus
2545,5061,M,2005,168.97166666666666,10183.027902494763,-0.7454650415793973,Columbus
2546,5061,M,2006,170.43282828282827,10183.027902494763,0.7156965745822162,Columbus
2547,5061,M,2007,170.86857142857144,10183.027902494763,1.1514397203253792,Columbus
2548,5061,M,2008,171.9051282051282,10183.027902494763,2.1879964968821395,Columbus
2549,5061,M,2010,172.2010204081633,10183.027902494763,2.4838886999172245,Columbus
2550,5061,M,2011,169.2768115942029,10183.027902494763,-0.44032011404315197,Columbus
2551,5061,M,2012,168.89382716049383,10183.027902494763,-0.8233045477522258,Columbus
2552,5061,M,2013,169.6596153846154,10183.027902494763,-0.057516323630655584,Columbus
2553,5061,M,2014,168.51092896174862,10183.027902494763,-1.2062027464974259,Columbus
2554,5061,M,2015,171.62703703703704,10183.027902494763,1.909905328790986,Columbus
2555,5061,M,2016,170.0759259259259,10183.027902494763,0.3587942176798606,Columbus
2556,5061,M,2017,170.42361111111111,10183.027902494763,0.7064794028650492,Columbus
2557,5061,M,2018,168.72269503546102,10183.027902494763,-0.9944366727850441,Columbus
2558,5061,M,2019,166.7123188405797,10183.027902494763,-3.004812867666351,Columbus
2559,5118,F,2005,179.98333333333332,10799.0,0.0,B&A
2560,5118,M,1998,172.75416666666666,10202.791666666668,2.7076388888888685,B&A
2561,5118,M,2001,169.89166666666668,10202.791666666668,-0.15486111111113132,B&A
2562,5118,M,2002,168.05,10202.791666666668,-1.9965277777777979,B&A
2563,5118,M,2005,153.68333333333334,10202.791666666668,-16.363194444444463,B&A
2564,5118,M,2006,174.625,10202.791666666668,4.578472222222202,B&A
2565,5118,M,2007,177.21666666666667,10202.791666666668,7.170138888888869,B&A
2566,5118,M,2009,172.04444444444442,10202.791666666668,1.9979166666666364,B&A
2567,5118,M,2010,168.0,10202.791666666668,-2.046527777777798,B&A
2568,5118,M,2012,170.10833333333332,10202.791666666668,0.061805555555535345,B&A
2569,5118,M,2013,174.88333333333333,10202.791666666668,4.836805555555535,B&A
2570,5118,M,2014,176.00416666666666,10202.791666666668,5.9576388888888685,B&A
2571,5118,M,2015,166.8,10202.791666666668,-3.246527777777798,B&A
2572,5118,M,2016,172.1,10202.791666666668,2.053472222222202,B&A
2573,5118,M,2017,164.63333333333333,10202.791666666668,-5.413194444444465,B&A
2574,5118,M,2018,164.71666666666667,10202.791666666668,-5.329861111111131,B&A
2575,5118,M,2019,175.23333333333332,10202.791666666668,5.1868055555555355,B&A
2576,5133,F,2006,178.96666666666667,10541.258333333333,3.2790277777777797,Grand Rapids
2577,5133,F,2009,179.11666666666667,10541.258333333333,3.42902777777778,Grand Rapids
2578,5133,F,2010,171.13333333333333,10541.258333333333,-4.554305555555554,Grand Rapids
2579,5133,F,2011,178.2,10541.258333333333,2.512361111111113,Grand Rapids
2580,5133,F,2013,173.66666666666666,10541.258333333333,-2.02097222222222,Grand Rapids
2581,5133,F,2014,177.53333333333333,10541.258333333333,1.8456944444444465,Grand Rapids
2582,5133,F,2016,174.25555555555556,10541.258333333333,-1.4320833333333212,Grand Rapids
2583,5133,F,2017,178.06666666666666,10541.258333333333,2.3790277777777797,Grand Rapids
2584,5133,F,2018,175.80416666666667,10541.258333333333,0.1165277777777798,Grand Rapids
2585,5133,F,2019,170.13333333333333,10541.258333333333,-5.554305555555554,Grand Rapids
2586,5133,M,2004,165.19166666666666,10278.92566664824,-6.123761110803995,Grand Rapids
2587,5133,M,2005,174.775,10278.92566664824,3.459572222529338,Grand Rapids
2588,5133,M,2006,173.2,10278.92566664824,1.8845722225293382,Grand Rapids
2589,5133,M,2007,167.7357142857143,10278.92566664824,-3.5797134917563804,Grand Rapids
2590,5133,M,2008,168.6,10278.92566664824,-2.7154277774706617,Grand Rapids
2591,5133,M,2009,171.6421052631579,10278.92566664824,0.3266774856872265,Grand Rapids
2592,5133,M,2010,174.56140350877192,10278.92566664824,3.2459757313012534,Grand Rapids
2593,5133,M,2011,171.5872549019608,10278.92566664824,0.27182712449011887,Grand Rapids
2594,5133,M,2012,170.37549019607843,10278.92566664824,-0.9399375813922234,Grand Rapids
2595,5133,M,2013,172.16309523809522,10278.92566664824,0.8476674606245675,Grand Rapids
2596,5133,M,2014,171.51805555555558,10278.92566664824,0.2026277780849038,Grand Rapids
2597,5133,M,2015,170.68627450980392,10278.92566664824,-0.6291532676667279,Grand Rapids
2598,5133,M,2016,171.36568627450978,10278.92566664824,0.050258497039127784,Grand Rapids
2599,5133,M,2017,172.81666666666666,10278.92566664824,1.501238889196005,Grand Rapids
2600,5133,M,2018,172.61176470588234,10278.92566664824,1.2963369284116804,Grand Rapids
2601,5133,M,2019,172.21666666666667,10278.92566664824,0.9012388891960048,Grand Rapids
2602,5150,F,2008,173.75833333333333,10114.728571428572,5.179523809523804,Mississippi Blues
